product_0,product_1,reactant_0,reactant_1,reaction
COC=O,O=[C]C#CC#N,[CH2]OC=O,O=CC#CC#N,rxn_10824
COC=O,[N]=c1onno1,[CH2]OC=O,N=c1onno1,rxn_10825
COC=O,O=C1[N]N=NO1,[CH2]OC=O,O=c1onn[nH]1,rxn_10826
COC=O,O=C1ON=[C]O1,[CH2]OC=O,O=c1onco1,rxn_10827
COC=O,[O]c1nonn1,[CH2]OC=O,Oc1nonn1,rxn_10828
COC=O,[C]#CC(F)(F)F,[CH2]OC=O,C#CC(F)(F)F,rxn_10829
COC=O,O=[C]C(F)(F)F,[CH2]OC=O,O=CC(F)(F)F,rxn_10830
COC=O,O=[C]C(Cl)(Cl)Cl,[CH2]OC=O,O=CC(Cl)(Cl)Cl,rxn_10831
COC=O,O=[C]C(Br)(Br)Br,[CH2]OC=O,O=CC(Br)(Br)Br,rxn_10832
n1ncno1,[CH3],O1N=N[C]=N1,C,rxn_10833
N1=C=NNO1,[CH3],N1=C=N[N]O1,C,rxn_10834
[N-]1ON=C=[NH+]1,[CH3],[N-]1ON=C=[N+]1,C,rxn_10835
[N-]1ONC#[N+]1,[CH3],[N-]1O[N]C#[N+]1,C,rxn_10836
n1ncno1,[NH2],O1N=N[C]=N1,N,rxn_10837
N1=C=NNO1,[NH2],N1=C=N[N]O1,N,rxn_10838
[N-]1ON=C=[NH+]1,[NH2],[N-]1ON=C=[N+]1,N,rxn_10839
[N-]1ONC#[N+]1,[NH2],[N-]1O[N]C#[N+]1,N,rxn_10840
n1ncno1,[OH],O1N=N[C]=N1,O,rxn_10841
N1=C=NNO1,[OH],N1=C=N[N]O1,O,rxn_10842
[N-]1ON=C=[NH+]1,[OH],[N-]1ON=C=[N+]1,O,rxn_10843
[N-]1ONC#[N+]1,[OH],[N-]1O[N]C#[N+]1,O,rxn_10844
n1ncno1,[C]#C,O1N=N[C]=N1,C#C,rxn_10845
N1=C=NNO1,[C]#C,N1=C=N[N]O1,C#C,rxn_10846
[N-]1ON=C=[NH+]1,[C]#C,[N-]1ON=C=[N+]1,C#C,rxn_10847
[N-]1ONC#[N+]1,[C]#C,[N-]1O[N]C#[N+]1,C#C,rxn_10848
n1ncno1,[C]#N,O1N=N[C]=N1,C#N,rxn_10849
N1=C=NNO1,[C]#N,N1=C=N[N]O1,C#N,rxn_10850
[N-]1ON=C=[NH+]1,[C]#N,[N-]1ON=C=[N+]1,C#N,rxn_10851
[N-]1ONC#[N+]1,[C]#N,[N-]1O[N]C#[N+]1,C#N,rxn_10852
n1ncno1,[CH]=O,O1N=N[C]=N1,C=O,rxn_10853
N1=C=NNO1,[CH]=O,N1=C=N[N]O1,C=O,rxn_10854
[N-]1ON=C=[NH+]1,[CH]=O,[N-]1ON=C=[N+]1,C=O,rxn_10855
[N-]1ONC#[N+]1,[CH]=O,[N-]1O[N]C#[N+]1,C=O,rxn_10856
n1ncno1,C[O],O1N=N[C]=N1,CO,rxn_10857
n1ncno1,[CH2]O,O1N=N[C]=N1,CO,rxn_10858
N1=C=NNO1,C[O],N1=C=N[N]O1,CO,rxn_10859
N1=C=NNO1,[CH2]O,N1=C=N[N]O1,CO,rxn_10860
[N-]1ON=C=[NH+]1,C[O],[N-]1ON=C=[N+]1,CO,rxn_10861
[N-]1ON=C=[NH+]1,[CH2]O,[N-]1ON=C=[N+]1,CO,rxn_10862
[N-]1ONC#[N+]1,C[O],[N-]1O[N]C#[N+]1,CO,rxn_10863
[N-]1ONC#[N+]1,[CH2]O,[N-]1O[N]C#[N+]1,CO,rxn_10864
n1ncno1,C#C[CH2],O1N=N[C]=N1,C#CC,rxn_10865
n1ncno1,[C]#CC,O1N=N[C]=N1,C#CC,rxn_10866
N1=C=NNO1,C#C[CH2],N1=C=N[N]O1,C#CC,rxn_10867
N1=C=NNO1,[C]#CC,N1=C=N[N]O1,C#CC,rxn_10868
[N-]1ON=C=[NH+]1,C#C[CH2],[N-]1ON=C=[N+]1,C#CC,rxn_10869
[N-]1ON=C=[NH+]1,[C]#CC,[N-]1ON=C=[N+]1,C#CC,rxn_10870
[N-]1ONC#[N+]1,C#C[CH2],[N-]1O[N]C#[N+]1,C#CC,rxn_10871
[N-]1ONC#[N+]1,[C]#CC,[N-]1O[N]C#[N+]1,C#CC,rxn_10872
n1ncno1,[CH2]C#N,O1N=N[C]=N1,CC#N,rxn_10873
N1=C=NNO1,[CH2]C#N,N1=C=N[N]O1,CC#N,rxn_10874
[N-]1ON=C=[NH+]1,[CH2]C#N,[N-]1ON=C=[N+]1,CC#N,rxn_10875
[N-]1ONC#[N+]1,[CH2]C#N,[N-]1O[N]C#[N+]1,CC#N,rxn_10876
n1ncno1,[CH2]C=O,O1N=N[C]=N1,CC=O,rxn_10877
n1ncno1,C[C]=O,O1N=N[C]=N1,CC=O,rxn_10878
N1=C=NNO1,[CH2]C=O,N1=C=N[N]O1,CC=O,rxn_10879
N1=C=NNO1,C[C]=O,N1=C=N[N]O1,CC=O,rxn_10880
[N-]1ON=C=[NH+]1,[CH2]C=O,[N-]1ON=C=[N+]1,CC=O,rxn_10881
[N-]1ON=C=[NH+]1,C[C]=O,[N-]1ON=C=[N+]1,CC=O,rxn_10882
[N-]1ONC#[N+]1,[CH2]C=O,[N-]1O[N]C#[N+]1,CC=O,rxn_10883
[N-]1ONC#[N+]1,C[C]=O,[N-]1O[N]C#[N+]1,CC=O,rxn_10884
n1ncno1,[NH]C=O,O1N=N[C]=N1,NC=O,rxn_10885
n1ncno1,N[C]=O,O1N=N[C]=N1,NC=O,rxn_10886
N1=C=NNO1,[NH]C=O,N1=C=N[N]O1,NC=O,rxn_10887
N1=C=NNO1,N[C]=O,N1=C=N[N]O1,NC=O,rxn_10888
[N-]1ON=C=[NH+]1,[NH]C=O,[N-]1ON=C=[N+]1,NC=O,rxn_10889
[N-]1ON=C=[NH+]1,N[C]=O,[N-]1ON=C=[N+]1,NC=O,rxn_10890
[N-]1ONC#[N+]1,[NH]C=O,[N-]1O[N]C#[N+]1,NC=O,rxn_10891
[N-]1ONC#[N+]1,N[C]=O,[N-]1O[N]C#[N+]1,NC=O,rxn_10892
n1ncno1,[CH]1CO1,O1N=N[C]=N1,C1CO1,rxn_10893
N1=C=NNO1,[CH]1CO1,N1=C=N[N]O1,C1CO1,rxn_10894
[N-]1ON=C=[NH+]1,[CH]1CO1,[N-]1ON=C=[N+]1,C1CO1,rxn_10895
[N-]1ONC#[N+]1,[CH]1CO1,[N-]1O[N]C#[N+]1,C1CO1,rxn_10896
n1ncno1,[C]#CC#C,O1N=N[C]=N1,C#CC#C,rxn_10897
N1=C=NNO1,[C]#CC#C,N1=C=N[N]O1,C#CC#C,rxn_10898
[N-]1ON=C=[NH+]1,[C]#CC#C,[N-]1ON=C=[N+]1,C#CC#C,rxn_10899
[N-]1ONC#[N+]1,[C]#CC#C,[N-]1O[N]C#[N+]1,C#CC#C,rxn_10900
n1ncno1,[C]#CC#N,O1N=N[C]=N1,C#CC#N,rxn_10901
N1=C=NNO1,[C]#CC#N,N1=C=N[N]O1,C#CC#N,rxn_10902
[N-]1ON=C=[NH+]1,[C]#CC#N,[N-]1ON=C=[N+]1,C#CC#N,rxn_10903
[N-]1ONC#[N+]1,[C]#CC#N,[N-]1O[N]C#[N+]1,C#CC#N,rxn_10904
n1ncno1,C#C[C]=O,O1N=N[C]=N1,C#CC=O,rxn_10905
n1ncno1,[C]#CC=O,O1N=N[C]=N1,C#CC=O,rxn_10906
N1=C=NNO1,C#C[C]=O,N1=C=N[N]O1,C#CC=O,rxn_10907
N1=C=NNO1,[C]#CC=O,N1=C=N[N]O1,C#CC=O,rxn_10908
[N-]1ON=C=[NH+]1,C#C[C]=O,[N-]1ON=C=[N+]1,C#CC=O,rxn_10909
[N-]1ON=C=[NH+]1,[C]#CC=O,[N-]1ON=C=[N+]1,C#CC=O,rxn_10910
[N-]1ONC#[N+]1,C#C[C]=O,[N-]1O[N]C#[N+]1,C#CC=O,rxn_10911
[N-]1ONC#[N+]1,[C]#CC=O,[N-]1O[N]C#[N+]1,C#CC=O,rxn_10912
n1ncno1,O=[C]C#N,O1N=N[C]=N1,O=CC#N,rxn_10913
N1=C=NNO1,O=[C]C#N,N1=C=N[N]O1,O=CC#N,rxn_10914
[N-]1ON=C=[NH+]1,O=[C]C#N,[N-]1ON=C=[N+]1,O=CC#N,rxn_10915
[N-]1ONC#[N+]1,O=[C]C#N,[N-]1O[N]C#[N+]1,O=CC#N,rxn_10916
n1ncno1,O=[C]C=O,O1N=N[C]=N1,O=CC=O,rxn_10917
N1=C=NNO1,O=[C]C=O,N1=C=N[N]O1,O=CC=O,rxn_10918
[N-]1ON=C=[NH+]1,O=[C]C=O,[N-]1ON=C=[N+]1,O=CC=O,rxn_10919
[N-]1ONC#[N+]1,O=[C]C=O,[N-]1O[N]C#[N+]1,O=CC=O,rxn_10920
n1ncno1,[O]CC#N,O1N=N[C]=N1,OCC#N,rxn_10921
n1ncno1,O[CH]C#N,O1N=N[C]=N1,OCC#N,rxn_10922
N1=C=NNO1,[O]CC#N,N1=C=N[N]O1,OCC#N,rxn_10923
N1=C=NNO1,O[CH]C#N,N1=C=N[N]O1,OCC#N,rxn_10924
[N-]1ON=C=[NH+]1,[O]CC#N,[N-]1ON=C=[N+]1,OCC#N,rxn_10925
[N-]1ON=C=[NH+]1,O[CH]C#N,[N-]1ON=C=[N+]1,OCC#N,rxn_10926
[N-]1ONC#[N+]1,[O]CC#N,[N-]1O[N]C#[N+]1,OCC#N,rxn_10927
[N-]1ONC#[N+]1,O[CH]C#N,[N-]1O[N]C#[N+]1,OCC#N,rxn_10928
n1ncno1,N#C[CH]C#N,O1N=N[C]=N1,N#CCC#N,rxn_10929
N1=C=NNO1,N#C[CH]C#N,N1=C=N[N]O1,N#CCC#N,rxn_10930
[N-]1ON=C=[NH+]1,N#C[CH]C#N,[N-]1ON=C=[N+]1,N#CCC#N,rxn_10931
[N-]1ONC#[N+]1,N#C[CH]C#N,[N-]1O[N]C#[N+]1,N#CCC#N,rxn_10932
n1ncno1,O1C=[C]N=N1,O1N=N[C]=N1,c1cnno1,rxn_10933
n1ncno1,O1[C]=CN=N1,O1N=N[C]=N1,c1cnno1,rxn_10934
N1=C=NNO1,O1C=[C]N=N1,N1=C=N[N]O1,c1cnno1,rxn_10935
N1=C=NNO1,O1[C]=CN=N1,N1=C=N[N]O1,c1cnno1,rxn_10936
[N-]1ON=C=[NH+]1,O1C=[C]N=N1,[N-]1ON=C=[N+]1,c1cnno1,rxn_10937
[N-]1ON=C=[NH+]1,O1[C]=CN=N1,[N-]1ON=C=[N+]1,c1cnno1,rxn_10938
[N-]1ONC#[N+]1,O1C=[C]N=N1,[N-]1O[N]C#[N+]1,c1cnno1,rxn_10939
[N-]1ONC#[N+]1,O1[C]=CN=N1,[N-]1O[N]C#[N+]1,c1cnno1,rxn_10940
n1ncno1,[C]1=NOC=N1,O1N=N[C]=N1,c1ncno1,rxn_10941
n1ncno1,C1=NO[C]=N1,O1N=N[C]=N1,c1ncno1,rxn_10942
N1=C=NNO1,[C]1=NOC=N1,N1=C=N[N]O1,c1ncno1,rxn_10943
N1=C=NNO1,C1=NO[C]=N1,N1=C=N[N]O1,c1ncno1,rxn_10944
[N-]1ON=C=[NH+]1,[C]1=NOC=N1,[N-]1ON=C=[N+]1,c1ncno1,rxn_10945
[N-]1ON=C=[NH+]1,C1=NO[C]=N1,[N-]1ON=C=[N+]1,c1ncno1,rxn_10946
[N-]1ONC#[N+]1,[C]1=NOC=N1,[N-]1O[N]C#[N+]1,c1ncno1,rxn_10947
[N-]1ONC#[N+]1,C1=NO[C]=N1,[N-]1O[N]C#[N+]1,c1ncno1,rxn_10948
n1ncno1,O1C=NN=[C]1,O1N=N[C]=N1,o1cnnc1,rxn_10949
N1=C=NNO1,O1C=NN=[C]1,N1=C=N[N]O1,o1cnnc1,rxn_10950
[N-]1ON=C=[NH+]1,O1C=NN=[C]1,[N-]1ON=C=[N+]1,o1cnnc1,rxn_10951
[N-]1ONC#[N+]1,O1C=NN=[C]1,[N-]1O[N]C#[N+]1,o1cnnc1,rxn_10952
n1ncno1,O1[C]=NN=N1,O1N=N[C]=N1,c1nnno1,rxn_10953
N1=C=NNO1,O1[C]=NN=N1,N1=C=N[N]O1,c1nnno1,rxn_10954
[N-]1ON=C=[NH+]1,O1[C]=NN=N1,[N-]1ON=C=[N+]1,c1nnno1,rxn_10955
[N-]1ONC#[N+]1,O1[C]=NN=N1,[N-]1O[N]C#[N+]1,c1nnno1,rxn_10956
n1ncno1,N1=C[C]=NO1,O1N=N[C]=N1,c1cnon1,rxn_10957
N1=C=NNO1,N1=C[C]=NO1,N1=C=N[N]O1,c1cnon1,rxn_10958
[N-]1ON=C=[NH+]1,N1=C[C]=NO1,[N-]1ON=C=[N+]1,c1cnon1,rxn_10959
[N-]1ONC#[N+]1,N1=C[C]=NO1,[N-]1O[N]C#[N+]1,c1cnon1,rxn_10960
n1ncno1,O1N=N[C]=N1,O1N=N[C]=N1,[N-]1ON=[N+]=C1,rxn_10961
N1=C=NNO1,O1N=N[C]=N1,N1=C=N[N]O1,n1ncno1,rxn_10962
[N-]1ON=C=[NH+]1,O1N=N[C]=N1,[N-]1ON=C=[N+]1,n1ncno1,rxn_10963
[N-]1ONC#[N+]1,O1N=N[C]=N1,[N-]1O[N]C#[N+]1,n1ncno1,rxn_10964
n1ncno1,[C]#CC(=O)C#N,O1N=N[C]=N1,C#CC(=O)C#N,rxn_10965
N1=C=NNO1,[C]#CC(=O)C#N,N1=C=N[N]O1,C#CC(=O)C#N,rxn_10966
[N-]1ON=C=[NH+]1,[C]#CC(=O)C#N,[N-]1ON=C=[N+]1,C#CC(=O)C#N,rxn_10967
[N-]1ONC#[N+]1,[C]#CC(=O)C#N,[N-]1O[N]C#[N+]1,C#CC(=O)C#N,rxn_10968
n1ncno1,O=C(C#N)[C]=O,O1N=N[C]=N1,O=C(C#N)C=O,rxn_10969
N1=C=NNO1,O=C(C#N)[C]=O,N1=C=N[N]O1,O=C(C#N)C=O,rxn_10970
[N-]1ON=C=[NH+]1,O=C(C#N)[C]=O,[N-]1ON=C=[N+]1,O=C(C#N)C=O,rxn_10971
[N-]1ONC#[N+]1,O=C(C#N)[C]=O,[N-]1O[N]C#[N+]1,O=C(C#N)C=O,rxn_10972
n1ncno1,[C]#CC#CC#N,O1N=N[C]=N1,C#CC#CC#N,rxn_10973
N1=C=NNO1,[C]#CC#CC#N,N1=C=N[N]O1,C#CC#CC#N,rxn_10974
[N-]1ON=C=[NH+]1,[C]#CC#CC#N,[N-]1ON=C=[N+]1,C#CC#CC#N,rxn_10975
[N-]1ONC#[N+]1,[C]#CC#CC#N,[N-]1O[N]C#[N+]1,C#CC#CC#N,rxn_10976
n1ncno1,O=[C]C#CC#N,O1N=N[C]=N1,O=CC#CC#N,rxn_10977
N1=C=NNO1,O=[C]C#CC#N,N1=C=N[N]O1,O=CC#CC#N,rxn_10978
[N-]1ON=C=[NH+]1,O=[C]C#CC#N,[N-]1ON=C=[N+]1,O=CC#CC#N,rxn_10979
[N-]1ONC#[N+]1,O=[C]C#CC#N,[N-]1O[N]C#[N+]1,O=CC#CC#N,rxn_10980
n1ncno1,[N]=c1onno1,O1N=N[C]=N1,N=c1onno1,rxn_10981
N1=C=NNO1,[N]=c1onno1,N1=C=N[N]O1,N=c1onno1,rxn_10982
[N-]1ON=C=[NH+]1,[N]=c1onno1,[N-]1ON=C=[N+]1,N=c1onno1,rxn_10983
[N-]1ONC#[N+]1,[N]=c1onno1,[N-]1O[N]C#[N+]1,N=c1onno1,rxn_10984
n1ncno1,O=C1[N]N=NO1,O1N=N[C]=N1,O=c1onn[nH]1,rxn_10985
N1=C=NNO1,O=C1[N]N=NO1,N1=C=N[N]O1,O=c1onn[nH]1,rxn_10986
[N-]1ON=C=[NH+]1,O=C1[N]N=NO1,[N-]1ON=C=[N+]1,O=c1onn[nH]1,rxn_10987
[N-]1ONC#[N+]1,O=C1[N]N=NO1,[N-]1O[N]C#[N+]1,O=c1onn[nH]1,rxn_10988
n1ncno1,O=C1ON=[C]O1,O1N=N[C]=N1,O=c1onco1,rxn_10989
N1=C=NNO1,O=C1ON=[C]O1,N1=C=N[N]O1,O=c1onco1,rxn_10990
[N-]1ON=C=[NH+]1,O=C1ON=[C]O1,[N-]1ON=C=[N+]1,O=c1onco1,rxn_10991
[N-]1ONC#[N+]1,O=C1ON=[C]O1,[N-]1O[N]C#[N+]1,O=c1onco1,rxn_10992
n1ncno1,[O]c1nonn1,O1N=N[C]=N1,Oc1nonn1,rxn_10993
N1=C=NNO1,[O]c1nonn1,N1=C=N[N]O1,Oc1nonn1,rxn_10994
[N-]1ON=C=[NH+]1,[O]c1nonn1,[N-]1ON=C=[N+]1,Oc1nonn1,rxn_10995
[N-]1ONC#[N+]1,[O]c1nonn1,[N-]1O[N]C#[N+]1,Oc1nonn1,rxn_10996
n1ncno1,[C]#CC(F)(F)F,O1N=N[C]=N1,C#CC(F)(F)F,rxn_10997
N1=C=NNO1,[C]#CC(F)(F)F,N1=C=N[N]O1,C#CC(F)(F)F,rxn_10998
[N-]1ON=C=[NH+]1,[C]#CC(F)(F)F,[N-]1ON=C=[N+]1,C#CC(F)(F)F,rxn_10999
[N-]1ONC#[N+]1,[C]#CC(F)(F)F,[N-]1O[N]C#[N+]1,C#CC(F)(F)F,rxn_11000
n1ncno1,O=[C]C(F)(F)F,O1N=N[C]=N1,O=CC(F)(F)F,rxn_11001
N1=C=NNO1,O=[C]C(F)(F)F,N1=C=N[N]O1,O=CC(F)(F)F,rxn_11002
[N-]1ON=C=[NH+]1,O=[C]C(F)(F)F,[N-]1ON=C=[N+]1,O=CC(F)(F)F,rxn_11003
[N-]1ONC#[N+]1,O=[C]C(F)(F)F,[N-]1O[N]C#[N+]1,O=CC(F)(F)F,rxn_11004
n1ncno1,O=[C]C(Cl)(Cl)Cl,O1N=N[C]=N1,O=CC(Cl)(Cl)Cl,rxn_11005
N1=C=NNO1,O=[C]C(Cl)(Cl)Cl,N1=C=N[N]O1,O=CC(Cl)(Cl)Cl,rxn_11006
[N-]1ON=C=[NH+]1,O=[C]C(Cl)(Cl)Cl,[N-]1ON=C=[N+]1,O=CC(Cl)(Cl)Cl,rxn_11007
[N-]1ONC#[N+]1,O=[C]C(Cl)(Cl)Cl,[N-]1O[N]C#[N+]1,O=CC(Cl)(Cl)Cl,rxn_11008
n1ncno1,O=[C]C(Br)(Br)Br,O1N=N[C]=N1,O=CC(Br)(Br)Br,rxn_11009
N1=C=NNO1,O=[C]C(Br)(Br)Br,N1=C=N[N]O1,O=CC(Br)(Br)Br,rxn_11010
[N-]1ON=C=[NH+]1,O=[C]C(Br)(Br)Br,[N-]1ON=C=[N+]1,O=CC(Br)(Br)Br,rxn_11011
[N-]1ONC#[N+]1,O=[C]C(Br)(Br)Br,[N-]1O[N]C#[N+]1,O=CC(Br)(Br)Br,rxn_11012
NC(=O)N,[CH3],[NH]C(=O)N,C,rxn_11013
NC(=N)O,[CH3],NC(=N)[O],C,rxn_11014
[O-]C(=N)[NH3+],[CH3],[O-]C(=N)[NH2+],C,rxn_11015
NC(=O)N,[NH2],[NH]C(=O)N,N,rxn_11016
NC(=N)O,[NH2],NC(=N)[O],N,rxn_11017
[O-]C(=N)[NH3+],[NH2],[O-]C(=N)[NH2+],N,rxn_11018
NC(=O)N,[OH],[NH]C(=O)N,O,rxn_11019
NC(=N)O,[OH],NC(=N)[O],O,rxn_11020
[O-]C(=N)[NH3+],[OH],[O-]C(=N)[NH2+],O,rxn_11021
NC(=O)N,[C]#C,[NH]C(=O)N,C#C,rxn_11022
NC(=N)O,[C]#C,NC(=N)[O],C#C,rxn_11023
[O-]C(=N)[NH3+],[C]#C,[O-]C(=N)[NH2+],C#C,rxn_11024
NC(=O)N,[C]#N,[NH]C(=O)N,C#N,rxn_11025
NC(=N)O,[C]#N,NC(=N)[O],C#N,rxn_11026
[O-]C(=N)[NH3+],[C]#N,[O-]C(=N)[NH2+],C#N,rxn_11027
NC(=O)N,[CH]=O,[NH]C(=O)N,C=O,rxn_11028
NC(=N)O,[CH]=O,NC(=N)[O],C=O,rxn_11029
[O-]C(=N)[NH3+],[CH]=O,[O-]C(=N)[NH2+],C=O,rxn_11030
NC(=O)N,C[O],[NH]C(=O)N,CO,rxn_11031
NC(=O)N,[CH2]O,[NH]C(=O)N,CO,rxn_11032
NC(=N)O,C[O],NC(=N)[O],CO,rxn_11033
NC(=N)O,[CH2]O,NC(=N)[O],CO,rxn_11034
[O-]C(=N)[NH3+],C[O],[O-]C(=N)[NH2+],CO,rxn_11035
[O-]C(=N)[NH3+],[CH2]O,[O-]C(=N)[NH2+],CO,rxn_11036
NC(=O)N,C#C[CH2],[NH]C(=O)N,C#CC,rxn_11037
NC(=O)N,[C]#CC,[NH]C(=O)N,C#CC,rxn_11038
NC(=N)O,C#C[CH2],NC(=N)[O],C#CC,rxn_11039
NC(=N)O,[C]#CC,NC(=N)[O],C#CC,rxn_11040
[O-]C(=N)[NH3+],C#C[CH2],[O-]C(=N)[NH2+],C#CC,rxn_11041
[O-]C(=N)[NH3+],[C]#CC,[O-]C(=N)[NH2+],C#CC,rxn_11042
NC(=O)N,[CH2]C#N,[NH]C(=O)N,CC#N,rxn_11043
NC(=N)O,[CH2]C#N,NC(=N)[O],CC#N,rxn_11044
[O-]C(=N)[NH3+],[CH2]C#N,[O-]C(=N)[NH2+],CC#N,rxn_11045
NC(=O)N,[CH2]C=O,[NH]C(=O)N,CC=O,rxn_11046
NC(=O)N,C[C]=O,[NH]C(=O)N,CC=O,rxn_11047
NC(=N)O,[CH2]C=O,NC(=N)[O],CC=O,rxn_11048
NC(=N)O,C[C]=O,NC(=N)[O],CC=O,rxn_11049
[O-]C(=N)[NH3+],[CH2]C=O,[O-]C(=N)[NH2+],CC=O,rxn_11050
[O-]C(=N)[NH3+],C[C]=O,[O-]C(=N)[NH2+],CC=O,rxn_11051
NC(=O)N,[NH]C=O,[NH]C(=O)N,NC=O,rxn_11052
NC(=O)N,N[C]=O,[NH]C(=O)N,NC=O,rxn_11053
NC(=N)O,[NH]C=O,NC(=N)[O],NC=O,rxn_11054
NC(=N)O,N[C]=O,NC(=N)[O],NC=O,rxn_11055
[O-]C(=N)[NH3+],[NH]C=O,[O-]C(=N)[NH2+],NC=O,rxn_11056
[O-]C(=N)[NH3+],N[C]=O,[O-]C(=N)[NH2+],NC=O,rxn_11057
NC(=O)N,[CH]1CO1,[NH]C(=O)N,C1CO1,rxn_11058
NC(=N)O,[CH]1CO1,NC(=N)[O],C1CO1,rxn_11059
[O-]C(=N)[NH3+],[CH]1CO1,[O-]C(=N)[NH2+],C1CO1,rxn_11060
NC(=O)N,[C]#CC#C,[NH]C(=O)N,C#CC#C,rxn_11061
NC(=N)O,[C]#CC#C,NC(=N)[O],C#CC#C,rxn_11062
[O-]C(=N)[NH3+],[C]#CC#C,[O-]C(=N)[NH2+],C#CC#C,rxn_11063
NC(=O)N,[C]#CC#N,[NH]C(=O)N,C#CC#N,rxn_11064
NC(=N)O,[C]#CC#N,NC(=N)[O],C#CC#N,rxn_11065
[O-]C(=N)[NH3+],[C]#CC#N,[O-]C(=N)[NH2+],C#CC#N,rxn_11066
NC(=O)N,C#C[C]=O,[NH]C(=O)N,C#CC=O,rxn_11067
NC(=O)N,[C]#CC=O,[NH]C(=O)N,C#CC=O,rxn_11068
NC(=N)O,C#C[C]=O,NC(=N)[O],C#CC=O,rxn_11069
NC(=N)O,[C]#CC=O,NC(=N)[O],C#CC=O,rxn_11070
[O-]C(=N)[NH3+],C#C[C]=O,[O-]C(=N)[NH2+],C#CC=O,rxn_11071
[O-]C(=N)[NH3+],[C]#CC=O,[O-]C(=N)[NH2+],C#CC=O,rxn_11072
NC(=O)N,O=[C]C#N,[NH]C(=O)N,O=CC#N,rxn_11073
NC(=N)O,O=[C]C#N,NC(=N)[O],O=CC#N,rxn_11074
[O-]C(=N)[NH3+],O=[C]C#N,[O-]C(=N)[NH2+],O=CC#N,rxn_11075
NC(=O)N,O=[C]C=O,[NH]C(=O)N,O=CC=O,rxn_11076
NC(=N)O,O=[C]C=O,NC(=N)[O],O=CC=O,rxn_11077
[O-]C(=N)[NH3+],O=[C]C=O,[O-]C(=N)[NH2+],O=CC=O,rxn_11078
NC(=O)N,[O]CC#N,[NH]C(=O)N,OCC#N,rxn_11079
NC(=O)N,O[CH]C#N,[NH]C(=O)N,OCC#N,rxn_11080
NC(=N)O,[O]CC#N,NC(=N)[O],OCC#N,rxn_11081
NC(=N)O,O[CH]C#N,NC(=N)[O],OCC#N,rxn_11082
[O-]C(=N)[NH3+],[O]CC#N,[O-]C(=N)[NH2+],OCC#N,rxn_11083
[O-]C(=N)[NH3+],O[CH]C#N,[O-]C(=N)[NH2+],OCC#N,rxn_11084
NC(=O)N,N#C[CH]C#N,[NH]C(=O)N,N#CCC#N,rxn_11085
NC(=N)O,N#C[CH]C#N,NC(=N)[O],N#CCC#N,rxn_11086
[O-]C(=N)[NH3+],N#C[CH]C#N,[O-]C(=N)[NH2+],N#CCC#N,rxn_11087
NC(=O)N,O1C=[C]N=N1,[NH]C(=O)N,c1cnno1,rxn_11088
NC(=O)N,O1[C]=CN=N1,[NH]C(=O)N,c1cnno1,rxn_11089
NC(=N)O,O1C=[C]N=N1,NC(=N)[O],c1cnno1,rxn_11090
NC(=N)O,O1[C]=CN=N1,NC(=N)[O],c1cnno1,rxn_11091
[O-]C(=N)[NH3+],O1C=[C]N=N1,[O-]C(=N)[NH2+],c1cnno1,rxn_11092
[O-]C(=N)[NH3+],O1[C]=CN=N1,[O-]C(=N)[NH2+],c1cnno1,rxn_11093
NC(=O)N,[C]1=NOC=N1,[NH]C(=O)N,c1ncno1,rxn_11094
NC(=O)N,C1=NO[C]=N1,[NH]C(=O)N,c1ncno1,rxn_11095
NC(=N)O,[C]1=NOC=N1,NC(=N)[O],c1ncno1,rxn_11096
NC(=N)O,C1=NO[C]=N1,NC(=N)[O],c1ncno1,rxn_11097
[O-]C(=N)[NH3+],[C]1=NOC=N1,[O-]C(=N)[NH2+],c1ncno1,rxn_11098
[O-]C(=N)[NH3+],C1=NO[C]=N1,[O-]C(=N)[NH2+],c1ncno1,rxn_11099
NC(=O)N,O1C=NN=[C]1,[NH]C(=O)N,o1cnnc1,rxn_11100
NC(=N)O,O1C=NN=[C]1,NC(=N)[O],o1cnnc1,rxn_11101
[O-]C(=N)[NH3+],O1C=NN=[C]1,[O-]C(=N)[NH2+],o1cnnc1,rxn_11102
NC(=O)N,O1[C]=NN=N1,[NH]C(=O)N,c1nnno1,rxn_11103
NC(=N)O,O1[C]=NN=N1,NC(=N)[O],c1nnno1,rxn_11104
[O-]C(=N)[NH3+],O1[C]=NN=N1,[O-]C(=N)[NH2+],c1nnno1,rxn_11105
NC(=O)N,N1=C[C]=NO1,[NH]C(=O)N,c1cnon1,rxn_11106
NC(=N)O,N1=C[C]=NO1,NC(=N)[O],c1cnon1,rxn_11107
[O-]C(=N)[NH3+],N1=C[C]=NO1,[O-]C(=N)[NH2+],c1cnon1,rxn_11108
NC(=O)N,O1N=N[C]=N1,[NH]C(=O)N,n1ncno1,rxn_11109
NC(=N)O,O1N=N[C]=N1,NC(=N)[O],n1ncno1,rxn_11110
[O-]C(=N)[NH3+],O1N=N[C]=N1,[O-]C(=N)[NH2+],n1ncno1,rxn_11111
NC(=O)N,[C]#CC(=O)C#N,[NH]C(=O)N,C#CC(=O)C#N,rxn_11112
NC(=N)O,[C]#CC(=O)C#N,NC(=N)[O],C#CC(=O)C#N,rxn_11113
